home_team,away_team,home_score,away_score,Hasil,HTRF,THFP,PHPAR,PHSPAR,PHPSAR,PHDAR,PHTSA,PHDBAR,PHAAR,ATRF,TAFP,PAPAR,PASPAR,PAPSAR,PADAR,PATSA,PADBAR,PAAAR
USA,Portugal,2,2,Draw,10,31,70,66,80,62,77,72,27,8,6,74,67,78,67,77,75,29
Australia,Spain,0,3,Away_win,50,5,69,63,77,66,74,68,27,6,14,82,69,78,67,76,79,26
Cameroon,Brazil,1,4,Away_win,7,59,69,64,81,63,81,74,26,7,20,76,66,77,68,80,77,27
Croatia,Mexico,1,3,Away_win,23,4,74,66,77,65,74,71,27,16,15,72,62,75,65,77,71,27
Costa Rica,England,0,0,Draw,25,4,68,60,74,65,75,67,28,10,14,73,66,77,68,80,74,26
Italy,Uruguay,0,1,Away_win,18,9,76,68,81,66,77,75,27,9,12,73,66,78,68,76,74,27
Japan,Colombia,1,4,Away_win,57,5,73,66,75,67,75,73,28,4,5,73,67,79,63,78,74,27
Bosnia-Herzegovina,Iran,3,1,Home_win,1,16,73,66,79,61,77,75,27,42,4,66,59,74,60,73,65,27
Ecuador,France,0,0,Draw,3,22,70,65,77,57,80,75,27,21,14,77,66,82,72,79,73,27
Honduras,Switzerland,0,3,Away_win,3,34,70,62,78,60,77,72,28,14,10,73,66,80,69,75,71,26
Nigeria,Argentina,2,3,Away_win,67,5,67,58,79,62,77,66,26,1,16,78,69,80,68,77,77,28
Algeria,Russia,1,1,Draw,4,32,70,62,78,62,74,70,26,27,10,73,64,78,66,75,68,29
Korea Republic,Belgium,0,1,Away_win,56,9,66,57,76,64,75,67,27,2,12,75,67,83,66,76,72,26
USA,Germany,0,1,Away_win,10,31,70,66,80,62,77,72,27,5,18,79,71,79,65,78,78,25
Colombia,Uruguay,2,0,Home_win,4,5,73,67,79,63,78,74,27,9,12,73,66,78,68,76,74,27
Netherlands,Mexico,2,1,Home_win,10,8,74,68,80,63,78,75,26,16,15,72,62,75,65,77,71,27
France,Nigeria,2,0,Home_win,21,14,77,66,82,72,79,73,27,67,5,67,58,79,62,77,66,26
Argentina,Switzerland,1,0,Home_win,1,16,78,69,80,68,77,77,28,14,10,73,66,80,69,75,71,26
Brazil,Colombia,2,1,Home_win,7,20,76,66,77,68,80,77,27,4,5,73,67,79,63,78,74,27
France,Germany,0,1,Away_win,21,14,77,66,82,72,79,73,27,5,18,79,71,79,65,78,78,25
Argentina,Belgium,1,0,Home_win,1,16,78,69,80,68,77,77,28,2,12,75,67,83,66,76,72,26
Netherlands,Costa Rica,0,0,Draw,10,8,74,68,80,63,78,75,26,25,4,68,60,74,65,75,67,28
Brazil,Germany,1,7,Away_win,7,20,76,66,77,68,80,77,27,5,18,79,71,79,65,78,78,25
Netherlands,Argentina,0,0,Draw,10,8,74,68,80,63,78,75,26,1,16,78,69,80,68,77,77,28
Germany,Argentina,1,0,Home_win,5,18,79,71,79,65,78,78,25,1,16,78,69,80,68,77,77,28
Germany,Argentina,2,4,Away_win,5,18,79,71,79,65,78,78,25,1,16,78,69,80,68,77,77,28
Belgium,Australia,2,0,Home_win,2,12,75,67,83,66,76,72,26,50,5,69,63,77,66,74,68,27
France,Spain,1,0,Home_win,21,14,77,66,82,72,79,73,27,6,14,82,69,78,67,76,79,26
Iraq,Peru,0,2,Away_win,,,,,,,,,,46,,69,65,76,61,76,69,27
Japan,Uruguay,0,2,Away_win,57,5,73,66,75,67,75,73,28,9,12,73,66,78,68,76,74,27
Senegal,Egypt,2,0,Home_win,43,1,68,64,78,67,76,69,26,44,2,68,61,73,63,72,67,28
Costa Rica,Panama,2,2,Draw,25,4,68,60,74,65,75,67,28,52,0,64,57,74,60,73,63,29
Serbia,France,1,1,Draw,55,11,72,64,80,65,74,71,27,21,14,77,66,82,72,79,73,27
Australia,Saudi Arabia,3,2,Home_win,50,5,69,63,77,66,74,68,27,60,4,65,56,73,62,76,65,27
Austria,Sweden,1,1,Draw,,,,,,,,,,36,,70,64,77,64,71,67,28
Korea Republic,Uruguay,0,1,Away_win,56,9,66,57,76,64,75,67,27,9,12,73,66,78,68,76,74,27
Switzerland,England,0,2,Away_win,14,10,73,66,80,69,75,71,26,10,14,73,66,77,68,80,74,26
Qatar,Peru,0,2,Away_win,,,,,,,,,,46,,69,65,76,61,76,69,27
Botswana,Senegal,0,2,Away_win,,,,,,,,,,43,1,68,64,78,67,76,69,26
Egypt,Tunisia,0,1,Away_win,44,2,68,61,73,63,72,67,28,47,4,67,61,71,62,72,65,26
South Africa,Nigeria,0,0,Draw,,,,,,,,,,67,5,67,58,79,62,77,66,26
Slovakia,Spain,2,1,Home_win,,,,,,,,,,6,14,82,69,78,67,76,79,26
Slovenia,Switzerland,1,0,Home_win,,,,,,,,,,14,10,73,66,80,69,75,71,26
Sweden,Russia,1,1,Draw,36,,70,64,77,64,71,67,28,27,10,73,64,78,66,75,68,29
Botswana,Egypt,0,2,Away_win,,,,,,,,,,44,2,68,61,73,63,72,67,28
Bulgaria,Croatia,0,1,Away_win,,,,,,,,,,23,4,74,66,77,65,74,71,27
Cyprus,Israel,1,2,Away_win,,,,,,,,,,,,,,,,,,
Latvia,Iceland,0,3,Away_win,,,,,,,,,,35,0,70,62,75,65,71,67,29
Oman,Costa Rica,3,4,Away_win,,,,,,,,,,25,4,68,60,74,65,75,67,28
Saudi Arabia,Uruguay,1,1,Draw,60,4,65,56,73,62,76,65,27,9,12,73,66,78,68,76,74,27
Senegal,Tunisia,0,0,Draw,43,1,68,64,78,67,76,69,26,47,4,67,61,71,62,72,65,26
United Arab Emirates,Australia,0,0,Draw,,,,,,,,,,50,5,69,63,77,66,74,68,27
Albania,Denmark,1,1,Draw,,,,,,,,,,41,,73,64,78,65,73,69,28
Argentina,Brazil,0,2,Away_win,1,16,78,69,80,68,77,77,28,7,20,76,66,77,68,80,77,27
Armenia,Serbia,1,1,Draw,,,,,,,,,,55,11,72,64,80,65,74,71,27
France,Portugal,2,1,Home_win,21,14,77,66,82,72,79,73,27,8,6,74,67,78,67,77,75,29
Poland,Germany,2,0,Home_win,27,7,70,63,78,64,74,67,28,5,18,79,71,79,65,78,78,25
Sudan,Nigeria,1,0,Home_win,,,,,,,,,,67,5,67,58,79,62,77,66,26
Estonia,England,0,1,Away_win,,,,,,,,,,10,14,73,66,77,68,80,74,26
Luxembourg,Spain,0,4,Away_win,,,,,,,,,,6,14,82,69,78,67,76,79,26
Mexico,Panama,1,0,Home_win,16,15,72,62,75,65,77,71,27,52,0,64,57,74,60,73,63,29
Andorra,Israel,1,4,Away_win,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,Belgium,1,1,Draw,1,16,73,66,79,61,77,75,27,2,12,75,67,83,66,76,72,26
Oman,Uruguay,0,3,Away_win,,,,,,,,,,9,12,73,66,78,68,76,74,27
Armenia,France,0,3,Away_win,,,,,,,,,,21,14,77,66,82,72,79,73,27
Denmark,Portugal,0,1,Away_win,41,,73,64,78,65,73,69,28,8,6,74,67,78,67,77,75,29
Hong Kong,Argentina,0,7,Away_win,,,,,,,,,,1,16,78,69,80,68,77,77,28
Japan,Brazil,0,4,Away_win,57,5,73,66,75,67,75,73,28,7,20,76,66,77,68,80,77,27
Korea Republic,Costa Rica,1,3,Away_win,56,9,66,57,76,64,75,67,27,25,4,68,60,74,65,75,67,28
Qatar,Australia,1,0,Home_win,,,,,,,,,,50,5,69,63,77,66,74,68,27
San Marino,Switzerland,0,4,Away_win,,,,,,,,,,14,10,73,66,80,69,75,71,26
Tunisia,Senegal,1,0,Home_win,47,4,67,61,71,62,72,65,26,43,1,68,64,78,67,76,69,26
Argentina,Croatia,2,1,Home_win,1,16,78,69,80,68,77,77,28,23,4,74,66,77,65,74,71,27
Belgium,Iceland,3,1,Home_win,2,12,75,67,83,66,76,72,26,35,0,70,62,75,65,71,67,29
Netherlands,Mexico,2,3,Away_win,10,8,74,68,80,63,78,75,26,16,15,72,62,75,65,77,71,27
Turkey,Brazil,0,4,Away_win,,,,,,,,,,7,20,76,66,77,68,80,77,27
Uruguay,Costa Rica,3,3,Draw,9,12,73,66,78,68,76,74,27,25,4,68,60,74,65,75,67,28
Botswana,Tunisia,0,0,Draw,,,,,,,,,,47,4,67,61,71,62,72,65,26
Jordan,Korea Republic,0,1,Away_win,,,,,,,,,,56,9,66,57,76,64,75,67,27
Paraguay,Peru,2,1,Home_win,,,,,,,,,,46,,69,65,76,61,76,69,27
Serbia,Denmark,1,3,Away_win,55,11,72,64,80,65,74,71,27,41,,73,64,78,65,73,69,28
USA,Colombia,1,2,Away_win,10,31,70,66,80,62,77,72,27,4,5,73,67,79,63,78,74,27
Austria,Russia,1,0,Home_win,,,,,,,,,,27,10,73,64,78,66,75,68,29
Congo,Nigeria,0,2,Away_win,,,,,,,,,,67,5,67,58,79,62,77,66,26
Egypt,Senegal,0,1,Away_win,44,2,68,61,73,63,72,67,28,43,1,68,64,78,67,76,69,26
Montenegro,Sweden,1,1,Draw,,,,,,,,,,36,,70,64,77,64,71,67,28
Czech Republic,Iceland,2,1,Home_win,,,,,,,,,,35,0,70,62,75,65,71,67,29
Italy,Croatia,1,1,Draw,18,9,76,68,81,66,77,75,27,23,4,74,66,77,65,74,71,27
Austria,Brazil,1,2,Away_win,,,,,,,,,,7,20,76,66,77,68,80,77,27
Belarus,Mexico,3,2,Home_win,,,,,,,,,,16,15,72,62,75,65,77,71,27
Chile,Uruguay,1,2,Away_win,9,12,73,68,76,64,77,75,28,9,12,73,66,78,68,76,74,27
France,Sweden,1,0,Home_win,21,14,77,66,82,72,79,73,27,36,,70,64,77,64,71,67,28
Greece,Serbia,0,2,Away_win,3,18,73,66,79,62,76,74,28,55,11,72,64,80,65,74,71,27
Hungary,Russia,1,2,Away_win,,,,,,,,,,27,10,73,64,78,66,75,68,29
Iran,Korea Republic,1,0,Home_win,42,4,66,59,74,60,73,65,27,56,9,66,57,76,64,75,67,27
Japan,Australia,2,1,Home_win,57,5,73,66,75,67,75,73,28,50,5,69,63,77,66,74,68,27
Portugal,Argentina,1,0,Home_win,8,6,74,67,78,67,77,75,29,1,16,78,69,80,68,77,77,28
Romania,Denmark,2,0,Home_win,,,,,,,,,,41,,73,64,78,65,73,69,28
Scotland,England,1,3,Away_win,,,,,,,,,,10,14,73,66,77,68,80,74,26
Slovenia,Colombia,0,1,Away_win,,,,,,,,,,4,5,73,67,79,63,78,74,27
Spain,Germany,0,1,Away_win,6,14,82,69,78,67,76,79,26,5,18,79,71,79,65,78,78,25
Tunisia,Egypt,2,1,Home_win,47,4,67,61,71,62,72,65,26,44,2,68,61,73,63,72,67,28
Bahrain,Saudi Arabia,4,1,Home_win,,,,,,,,,,60,4,65,56,73,62,76,65,27
Korea Republic,Saudi Arabia,2,0,Home_win,56,9,66,57,76,64,75,67,27,,,,,,,,,
Kuwait,Korea Republic,0,1,Away_win,,,,,,,,,,56,9,66,57,76,64,75,67,27
Oman,Australia,0,4,Away_win,,,,,,,,,,50,5,69,63,77,66,74,68,27
Korea DPR,Saudi Arabia,1,4,Away_win,,,,,,,,,,60,4,65,56,73,62,76,65,27
Qatar,Iran,0,1,Away_win,,,,,,,,,,42,4,66,59,74,60,73,65,27
Canada,Iceland,1,2,Away_win,,,,,,,,,,35,0,70,62,75,65,71,67,29
Iraq,Japan,0,1,Away_win,,,,,,,,,,57,5,73,66,75,67,75,73,28
Australia,Korea Republic,0,1,Away_win,50,5,69,63,77,66,74,68,27,56,9,66,57,76,64,75,67,27
Yemen,Nigeria,0,2,Away_win,,,,,,,,,,67,5,67,58,79,62,77,66,26
Uzbekistan,Saudi Arabia,3,1,Home_win,,,,,,,,,,60,4,65,56,73,62,76,65,27
Canada,Iceland,1,1,Draw,,,,,,,,,,35,0,70,62,75,65,71,67,29
Finland,Sweden,1,0,Home_win,,,,,,,,,,36,,70,64,77,64,71,67,28
Ghana,Senegal,1,2,Away_win,3,23,71,66,80,63,81,74,25,43,1,68,64,78,67,76,69,26
China,Australia,0,2,Away_win,9,12,73,68,76,64,77,75,28,50,5,69,63,77,66,74,68,27
Zambia,Tunisia,1,2,Away_win,,,,,,,,,,47,4,67,61,71,62,72,65,26
South Africa,Senegal,1,1,Draw,,,,,,,,,,43,1,68,64,78,67,76,69,26
Congo DR,Tunisia,1,1,Draw,,,,,,,,,,47,4,67,61,71,62,72,65,26
Korea Republic,Australia,1,2,Away_win,56,9,66,57,76,64,75,67,27,50,5,69,63,77,66,74,68,27
USA,Panama,2,0,Home_win,10,31,70,66,80,62,77,72,27,52,0,64,57,74,60,73,63,29
Germany,Australia,2,2,Draw,5,18,79,71,79,65,78,78,25,50,5,69,63,77,66,74,68,27
Bahrain,Colombia,0,6,Away_win,,,,,,,,,,4,5,73,67,79,63,78,74,27
Chile,Iran,0,2,Away_win,9,12,73,68,76,64,77,75,28,42,4,66,59,74,60,73,65,27
France,Brazil,1,3,Away_win,21,14,77,66,82,72,79,73,27,7,20,76,66,77,68,80,77,27
Japan,Tunisia,2,0,Home_win,57,5,73,66,75,67,75,73,28,47,4,67,61,71,62,72,65,26
Moldova,Sweden,0,2,Away_win,,,,,,,,,,36,,70,64,77,64,71,67,28
Montenegro,Russia,0,3,Away_win,,,,,,,,,,27,10,73,64,78,66,75,68,29
Trinidad and Tobago,Panama,0,1,Away_win,,,,,,,,,,52,0,64,57,74,60,73,63,29
Ghana,Senegal,1,2,Away_win,3,23,71,66,80,63,81,74,25,43,1,68,64,78,67,76,69,26
Kazakhstan,Iceland,0,3,Away_win,,,,,,,,,,35,0,70,62,75,65,71,67,29
Morocco,Uruguay,0,1,Away_win,64,4,72,64,77,63,76,73,27,9,12,73,66,78,68,76,74,27
France,Denmark,2,0,Home_win,21,14,77,66,82,72,79,73,27,41,,73,64,78,65,73,69,28
Georgia,Germany,0,2,Away_win,,,,,,,,,,5,18,79,71,79,65,78,78,25
Portugal,Serbia,2,1,Home_win,8,6,74,67,78,67,77,75,29,55,11,72,64,80,65,74,71,27
South Africa,Nigeria,1,1,Draw,,,,,,,,,,67,5,67,58,79,62,77,66,26
Kuwait,Colombia,1,3,Away_win,,,,,,,,,,4,5,73,67,79,63,78,74,27
Macedonia,Australia,0,0,Draw,,,,,,,,,,50,5,69,63,77,66,74,68,27
China,Tunisia,1,1,Draw,,,,,,,,,,47,4,67,61,71,62,72,65,26
Estonia,Iceland,1,1,Draw,,,,,,,,,,35,0,70,62,75,65,71,67,29
Israel,Belgium,0,1,Away_win,,,,,,,,,,2,12,75,67,83,66,76,72,26
Italy,England,1,1,Draw,18,9,76,68,81,66,77,75,27,10,14,73,66,77,68,80,74,26
Netherlands,Spain,2,0,Home_win,10,8,74,68,80,63,78,75,26,6,14,82,69,78,67,76,79,26
Panama,Costa Rica,2,1,Home_win,52,0,64,57,74,60,73,63,29,25,4,68,60,74,65,75,67,28
Sweden,Iran,3,1,Home_win,36,,70,64,77,64,71,67,28,42,4,66,59,74,60,73,65,27
USA,Mexico,2,0,Home_win,10,31,70,66,80,62,77,72,27,16,15,72,62,75,65,77,71,27
Colombia,Costa Rica,1,0,Home_win,4,5,73,67,79,63,78,74,27,25,4,68,60,74,65,75,67,28
Ecuador,Panama,4,0,Home_win,3,22,70,65,77,57,80,75,27,52,0,64,57,74,60,73,63,29
Brazil,Mexico,2,0,Home_win,7,20,76,66,77,68,80,77,27,16,15,72,62,75,65,77,71,27
France,Belgium,3,4,Away_win,21,14,77,66,82,72,79,73,27,2,12,75,67,83,66,76,72,26
Ireland,England,0,0,Draw,,,,,,,,,,10,14,73,66,77,68,80,74,26
Norway,Sweden,0,0,Draw,36,,70,64,77,64,71,67,28,,,,,,,,,
Spain,Costa Rica,2,1,Home_win,6,14,82,69,78,67,76,79,26,25,4,68,60,74,65,75,67,28
Uzbekistan,Iran,0,1,Away_win,,,,,,,,,,42,4,66,59,74,60,73,65,27
Bosnia-Herzegovina,Israel,3,1,Home_win,1,16,73,66,79,61,77,75,27,,,,,,,,,
Wales,Belgium,1,0,Home_win,,,,,,,,,,2,12,75,67,83,66,76,72,26
Albania,France,1,0,Home_win,,,,,,,,,,21,14,77,66,82,72,79,73,27
Armenia,Portugal,2,3,Away_win,,,,,,,,,,8,6,74,67,78,67,77,75,29
Denmark,Serbia,2,0,Home_win,41,,73,64,78,65,73,69,28,55,11,72,64,80,65,74,71,27
Gibraltar,Germany,0,7,Away_win,,,,,,,,,,5,18,79,71,79,65,78,78,25
Belarus,Spain,0,1,Away_win,,,,,,,,,,6,14,82,69,78,67,76,79,26
Brazil,Peru,2,1,Home_win,7,20,76,66,77,68,80,77,27,46,,69,65,76,61,76,69,27
Lithuania,Switzerland,1,2,Away_win,,,,,,,,,,14,10,73,66,80,69,75,71,26
Slovenia,England,2,3,Away_win,,,,,,,,,,10,14,73,66,77,68,80,74,26
Chile,Mexico,3,3,Draw,9,12,73,68,76,64,77,75,28,16,15,72,62,75,65,77,71,27
Morocco,Tunisia,1,1,Draw,64,4,72,64,77,63,76,73,27,47,4,67,61,71,62,72,65,26
Argentina,Uruguay,1,0,Home_win,1,16,78,69,80,68,77,77,28,9,12,73,66,78,68,76,74,27
Burma,Korea Republic,0,2,Away_win,,,,,,,,,,56,9,66,57,76,64,75,67,27
Italy,Portugal,0,1,Away_win,18,9,76,68,81,66,77,75,27,8,6,74,67,78,67,77,75,29
Kyrgyzstan,Australia,1,2,Away_win,,,,,,,,,,50,5,69,63,77,66,74,68,27
Turkmenistan,Iran,1,1,Draw,,,,,,,,,,42,4,66,59,74,60,73,65,27
Brazil,Colombia,0,1,Away_win,7,20,76,66,77,68,80,77,27,4,5,73,67,79,63,78,74,27
Colombia,Peru,0,0,Draw,,,,,,,,,,46,,69,65,76,61,76,69,27
Chile,Uruguay,1,0,Home_win,9,12,73,68,76,64,77,75,28,9,12,73,66,78,68,76,74,27
Bolivia,Peru,1,3,Away_win,,,,,,,,,,46,,69,65,76,61,76,69,27
Argentina,Colombia,0,0,Draw,1,16,78,69,80,68,77,77,28,4,5,73,67,79,63,78,74,27
Mexico,Costa Rica,2,2,Draw,16,15,72,62,75,65,77,71,27,25,4,68,60,74,65,75,67,28
Chile,Peru,2,1,Home_win,9,12,73,68,76,64,77,75,28,46,,69,65,76,61,76,69,27
Honduras,Mexico,0,0,Draw,3,34,70,62,78,60,77,72,28,16,15,72,62,75,65,77,71,27
Chile,Argentina,0,0,Draw,9,12,73,68,76,64,77,75,28,1,16,78,69,80,68,77,77,28
Honduras,Panama,1,1,Draw,3,34,70,62,78,60,77,72,28,52,0,64,57,74,60,73,63,29
Guatemala,Mexico,0,0,Draw,,,,,,,,,,16,15,72,62,75,65,77,71,27
Canada,Costa Rica,0,0,Draw,,,,,,,,,,25,4,68,60,74,65,75,67,28
Trinidad and Tobago,Mexico,4,4,Draw,,,,,,,,,,16,15,72,62,75,65,77,71,27
Mexico,Costa Rica,1,0,Home_win,16,15,72,62,75,65,77,71,27,25,4,68,60,74,65,75,67,28
Trinidad and Tobago,Panama,1,1,Draw,,,,,,,,,,52,0,64,57,74,60,73,63,29
Panama,Mexico,1,2,Away_win,52,0,64,57,74,60,73,63,29,16,15,72,62,75,65,77,71,27
USA,Panama,1,1,Draw,10,31,70,66,80,62,77,72,27,52,0,64,57,74,60,73,63,29
Jamaica,Mexico,1,3,Away_win,,,,,,,,,,16,15,72,62,75,65,77,71,27
China,Korea Republic,0,2,Away_win,,,,,,,,,,56,9,66,57,76,64,75,67,27
Korea DPR,Japan,2,1,Home_win,,,,,,,,,,57,5,73,66,75,67,75,73,28
Japan,Korea Republic,1,1,Draw,57,5,73,66,75,67,75,73,28,56,9,66,57,76,64,75,67,27
China,Japan,1,1,Draw,,,,,,,,,,57,5,73,66,75,67,75,73,28
Azerbaijan,Croatia,0,0,Draw,,,,,,,,,,23,4,74,66,77,65,74,71,27
Netherlands,Iceland,0,1,Away_win,10,8,74,68,80,63,78,75,26,35,0,70,62,75,65,71,67,29
Portugal,France,0,1,Away_win,8,6,74,67,78,67,77,75,29,21,14,77,66,82,72,79,73,27
Costa Rica,Brazil,0,1,Away_win,25,4,68,60,74,65,75,67,28,7,20,76,66,77,68,80,77,27
Liberia,Tunisia,1,0,Home_win,,,,,,,,,,47,4,67,61,71,62,72,65,26
Namibia,Senegal,0,2,Away_win,,,,,,,,,,43,1,68,64,78,67,76,69,26
Russia,Sweden,1,0,Home_win,27,10,73,64,78,66,75,68,29,36,,70,64,77,64,71,67,28
San Marino,England,0,6,Away_win,,,,,,,,,,10,14,73,66,77,68,80,74,26
Tanzania,Nigeria,0,0,Draw,,,,,,,,,,67,5,67,58,79,62,77,66,26
Chad,Egypt,1,5,Away_win,,,,,,,,,,44,2,68,61,73,63,72,67,28
Cyprus,Belgium,0,1,Away_win,,,,,,,,,,2,12,75,67,83,66,76,72,26
Norway,Croatia,2,0,Home_win,,,,,,,,,,23,4,74,66,77,65,74,71,27
Wales,Israel,0,0,Draw,,,,,,,,,,,,,,,,,,
Albania,Portugal,0,1,Away_win,,,,,,,,,,8,6,74,67,78,67,77,75,29
Armenia,Denmark,0,0,Draw,,,,,,,,,,41,,73,64,78,65,73,69,28
France,Serbia,2,1,Home_win,21,14,77,66,82,72,79,73,27,55,11,72,64,80,65,74,71,27
Scotland,Germany,2,3,Away_win,,,,,,,,,,5,18,79,71,79,65,78,78,25
Afghanistan,Japan,0,6,Away_win,,,,,,,,,,57,5,73,66,75,67,75,73,28
England,Switzerland,2,0,Home_win,14,10,73,66,80,69,75,71,26,10,14,73,66,77,68,80,74,26
Mexico,Argentina,2,2,Draw,16,15,72,62,75,65,77,71,27,1,16,78,69,80,68,77,77,28
Colombia,Peru,2,0,Home_win,4,5,73,67,79,63,78,74,27,46,,69,65,76,61,76,69,27
Ireland,Germany,1,0,Home_win,,,,,,,,,,5,18,79,71,79,65,78,78,25
Portugal,Denmark,1,0,Home_win,8,6,74,67,78,67,77,75,29,41,,73,64,78,65,73,69,28
USA,Mexico,2,3,Away_win,10,31,70,66,80,62,77,72,27,16,15,72,62,75,65,77,71,27
Denmark,France,1,2,Away_win,41,,73,64,78,65,73,69,28,21,14,77,66,82,72,79,73,27
Serbia,Portugal,1,2,Away_win,55,11,72,64,80,65,74,71,27,8,6,74,67,78,67,77,75,29
Ukraine,Spain,0,1,Away_win,,,,,,,,,,6,14,82,69,78,67,76,79,26
Algeria,Senegal,1,0,Home_win,4,32,70,62,78,62,74,70,26,43,1,68,64,78,67,76,69,26
Belgium,Israel,3,1,Home_win,2,12,75,67,83,66,76,72,26,,,,,,,,,
Iran,Japan,1,1,Draw,42,4,66,59,74,60,73,65,27,57,5,73,66,75,67,75,73,28
Turkey,Iceland,1,0,Home_win,,,,,,,,,,35,0,70,62,75,65,71,67,29
France,Germany,2,0,Home_win,21,14,77,66,82,72,79,73,27,5,18,79,71,79,65,78,78,25
Spain,England,2,0,Home_win,6,14,82,69,78,67,76,79,26,10,14,73,66,77,68,80,74,26
Russia,Portugal,1,0,Home_win,27,10,73,64,78,66,75,68,29,8,6,74,67,78,67,77,75,29
Sweden,Denmark,2,1,Home_win,36,,70,64,77,64,71,67,28,41,,73,64,78,65,73,69,28
Colombia,Argentina,0,1,Away_win,4,5,73,67,79,63,78,74,27,1,16,78,69,80,68,77,77,28
Denmark,Sweden,2,2,Draw,41,,73,64,78,65,73,69,28,,,,,,,,,
England,France,2,0,Home_win,10,14,73,66,77,68,80,74,26,21,14,77,66,82,72,79,73,27
Honduras,Mexico,0,2,Away_win,3,34,70,62,78,60,77,72,28,16,15,72,62,75,65,77,71,27
Russia,Croatia,1,3,Away_win,27,10,73,64,78,66,75,68,29,23,4,74,66,77,65,74,71,27
Tunisia,Nigeria,1,1,Draw,47,4,67,61,71,62,72,65,26,67,5,67,58,79,62,77,66,26
USA,Iceland,3,2,Home_win,10,31,70,66,80,62,77,72,27,35,0,70,62,75,65,71,67,29
Croatia,Israel,2,0,Home_win,23,4,74,66,77,65,74,71,27,,,,,,,,,
Chile,Argentina,1,2,Away_win,9,12,73,68,76,64,77,75,28,1,16,78,69,80,68,77,77,28
Denmark,Iceland,2,1,Home_win,41,,73,64,78,65,73,69,28,35,0,70,62,75,65,71,67,29
Italy,Spain,1,1,Draw,18,9,76,68,81,66,77,75,27,6,14,82,69,78,67,76,79,26
Brazil,Uruguay,2,2,Draw,7,20,76,66,77,68,80,77,27,9,12,73,66,78,68,76,74,27
Ireland,Switzerland,1,0,Home_win,,,,,,,,,,14,10,73,66,80,69,75,71,26
Netherlands,France,2,3,Away_win,10,8,74,68,80,63,78,75,26,21,14,77,66,82,72,79,73,27
Nigeria,Egypt,1,1,Draw,67,5,67,58,79,62,77,66,26,44,2,68,61,73,63,72,67,28
Germany,England,2,3,Away_win,5,18,79,71,79,65,78,78,25,10,14,73,66,77,68,80,74,26
Egypt,Nigeria,1,0,Home_win,44,2,68,61,73,63,72,67,28,67,5,67,58,79,62,77,66,26
France,Russia,4,2,Home_win,21,14,77,66,82,72,79,73,27,27,10,73,64,78,66,75,68,29
Greece,Iceland,2,3,Away_win,3,18,73,66,79,62,76,74,28,35,0,70,62,75,65,71,67,29
Portugal,Belgium,2,1,Home_win,8,6,74,67,78,67,77,75,29,2,12,75,67,83,66,76,72,26
Scotland,Denmark,1,0,Home_win,,,,,,,,,,41,,73,64,78,65,73,69,28
Togo,Tunisia,0,0,Draw,,,,,,,,,,47,4,67,61,71,62,72,65,26
Uruguay,Peru,1,0,Home_win,9,12,73,66,78,68,76,74,27,46,,69,65,76,61,76,69,27
England,Australia,2,1,Home_win,10,14,73,66,77,68,80,74,26,50,5,69,63,77,66,74,68,27
Switzerland,Belgium,1,2,Away_win,14,10,73,66,80,69,75,71,26,2,12,75,67,83,66,76,72,26
Bosnia-Herzegovina,Spain,1,3,Away_win,1,16,73,66,79,61,77,75,27,6,14,82,69,78,67,76,79,26
Serbia,Israel,3,1,Home_win,55,11,72,64,80,65,74,71,27,,,,,,,,,
Spain,Korea Republic,6,1,Home_win,6,14,82,69,78,67,76,79,26,56,9,66,57,76,64,75,67,27
England,Portugal,1,0,Home_win,10,14,73,66,77,68,80,74,26,8,6,74,67,78,67,77,75,29
Bosnia-Herzegovina,Denmark,2,2,Draw,1,16,73,66,79,61,77,75,27,41,,73,64,78,65,73,69,28
Czech Republic,Korea Republic,1,2,Away_win,,,,,,,,,,56,9,66,57,76,64,75,67,27
Mexico,Uruguay,3,1,Home_win,16,15,72,62,75,65,77,71,27,9,12,73,66,78,68,76,74,27
Russia,Serbia,1,1,Draw,27,10,73,64,78,66,75,68,29,55,11,72,64,80,65,74,71,27
Bulgaria,Denmark,0,4,Away_win,,,,,,,,,,41,,73,64,78,65,73,69,28
USA,Costa Rica,4,0,Home_win,10,31,70,66,80,62,77,72,27,25,4,68,60,74,65,75,67,28
Argentina,Panama,5,0,Home_win,1,16,78,69,80,68,77,77,28,52,0,64,57,74,60,73,63,29
Colombia,Costa Rica,2,3,Away_win,4,5,73,67,79,63,78,74,27,25,4,68,60,74,65,75,67,28
England,Russia,1,1,Draw,10,14,73,66,77,68,80,74,26,27,10,73,64,78,66,75,68,29
Brazil,Peru,0,1,Away_win,7,20,76,66,77,68,80,77,27,46,,69,65,76,61,76,69,27
Ireland,Sweden,1,1,Draw,36,,70,64,77,64,71,67,28,,,,,,,,,
Chile,Panama,4,2,Home_win,9,12,73,68,76,64,77,75,28,52,0,64,57,74,60,73,63,29
Portugal,Iceland,1,1,Draw,8,6,74,67,78,67,77,75,29,35,0,70,62,75,65,71,67,29
Italy,Sweden,1,0,Home_win,18,9,76,68,81,66,77,75,27,36,,70,64,77,64,71,67,28
Peru,Colombia,0,0,Draw,46,,69,65,76,61,76,69,27,4,5,73,67,79,63,78,74,27
